"campaignid","opcode","family","genus","species","count","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"2024_Albany_stereo-BRUVs","1","Apogonidae","Ostorhinchus","rueppellii",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Arripidae","Arripis","georgianus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Carangidae","Pseudocaranx","georgianus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Carangidae","Pseudocaranx","wrighti",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Labridae","Haletta","semifasciata",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Labridae","Halichoeres","brownfieldi",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Labridae","Neoodax","balteatus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Labridae","Notolabrus","parilus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Labridae","Unknown","spp",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Monacanthidae","Acanthaluteres","spilomelanurus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Pinguipedidae","Parapercis","haackei",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Sillaginidae","Sillaginodes","punctatus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Sparidae","Acanthopagrus","butcheri",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Sphyraenidae","Sphyraena","novaehollandiae",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Syngnathidae","Stigmatopora","argus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","1","Terapontidae","Pelates","quadrilineatus",0,-35.037,117.893,"2024-04-26T12:38:00+08:00",NA,NA,"Fished","11.4","Yes","Yes","Joshua","Annika",NA,NA
"2024_Albany_stereo-BRUVs","11","Apogonidae","Ostorhinchus","rueppellii",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Arripidae","Arripis","georgianus",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Carangidae","Pseudocaranx","georgianus",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Carangidae","Pseudocaranx","wrighti",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Labridae","Haletta","semifasciata",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Labridae","Halichoeres","brownfieldi",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Labridae","Neoodax","balteatus",2,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Labridae","Notolabrus","parilus",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Labridae","Unknown","spp",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
"2024_Albany_stereo-BRUVs","11","Monacanthidae","Acanthaluteres","spilomelanurus",0,-35.054,117.872,"2024-04-25T12:02:00+08:00",NA,NA,"Fished","1.7","Yes","Yes","Michele","Joshua",NA,NA
